dateReferentiel	route	longueur	prD	depPrD	concessionPrD	absD	xD	yD	zD	prF	depPrF	concessionPrF	absF	cumulF	xF	yF	zF	anneeMesureTrafic	typeComptageTrafic	TMJA	RatioPL
2015-01-01	N0088	70	10	12	N	220	697756	6361315,73	0	10	12	N	290	211258	697702,91	6361307,95	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	1010	10	12	N	290	697702,91	6361307,95	0	11	12	N	321	212268	696921,84	6360706,96	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	31	11	12	N	321	696921,84	6360706,96	0	11	12	N	352	212299	696896,3	6360700,81	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	11450	11	12	N	352	696896,3	6360700,81	0	23	12	N	48	223749	686815,27	6363982,62	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	80	23	12	N	48	686815,27	6363982,62	0	23	12	N	128	223829	686764,06	6364043,47	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	211	23	12	N	128	686764,06	6364043,47	0	23	12	N	339	224040	686658,03	6364224,11	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	20	23	12	N	339	686658,03	6364224,11	0	23	12	N	359	224060	686648,74	6364241,7	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	1028	23	12	N	359	686648,74	6364241,7	0	24	12	N	290	225088	686181,76	6365144,26	0	2015	Permanent horaire	6921	19,6
2015-01-01	N0088	11896	24	12	N	290	686181,76	6365144,26	0	36	12	N	82	236984	675957,82	6365677,42	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	88	36	12	N	82	675957,82	6365677,42	0	36	12	N	170	237072	675874,98	6365706,11	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	150	36	12	N	170	675874,98	6365706,11	0	36	12	N	320	237222	675733,71	6365754,77	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	20	36	12	N	320	675733,71	6365754,77	0	36	12	N	340	237242	675714,9	6365761,34	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	20	36	12	N	340	675714,9	6365761,34	0	36	12	N	360	237262	675696,1	6365767,94	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	15	36	12	N	360	675696,1	6365767,94	0	36	12	N	375	237277	675681,94	6365772,71	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	5962	36	12	N	375	675681,94	6365772,71	0	42	12	N	390	243239	671084,62	6363909,97	0	2015	Permanent horaire	10405	5,9
2015-01-01	N0088	4780	42	12	N	390	671084,62	6363909,97	0	46	12	N	1110	248019	666890,16	6363661,91	0				
2015-01-01	N0088	1175	47	12	N	0	666890,16	6363661,91	0	48	12	N	95	249194	666121,46	6362858,13	0	2015	Permanent horaire	31876	
2015-01-01	N0088	468	48	12	N	95	666121,46	6362858,13	0	48	12	N	563	249662	665733,82	6362628,2	0	2015	Permanent horaire	34503	
2015-01-01	N0088	21	48	12	N	563	665733,82	6362628,2	0	48	12	N	584	249683	665712,82	6362631,25	0	2015	Permanent horaire	34503	
2015-01-01	N0088	76	48	12	N	584	665712,82	6362631,25	0	48	12	N	660	249759	665672,05	6362576,4	0	2015	Permanent horaire	34503	
2015-01-01	N0088	1562	48	12	N	660	665672,05	6362576,4	0	50	12	N	0	251321	664555,65	6361599,78	0	2015	Permanent horaire	22946	7,2
2015-01-01	N0088	237	50	12	N	0	664555,65	6361599,78	0	50	12	N	237	251558	664429,96	6361401,51	0	2015	Permanent horaire	24133	5,9
2015-01-01	N0088	2086	50	12	N	237	664429,96	6361401,51	0	52	12	N	200	253644	664575,64	6359756,74	0	2015	Permanent horaire	24133	5,9
2015-01-01	N0088	170	52	12	N	200	664575,64	6359756,74	0	52	12	N	370	253814	664503,68	6359605,13	0	2015	Temporaire journalier	0	
2015-01-01	N0088	1093	52	12	N	370	664503,68	6359605,13	0	53	12	N	386	254907	664656,58	6358576,79	0	2015	Temporaire journalier	0	
2015-01-01	N0088	3414	53	12	N	386	664656,58	6358576,79	0	56	12	N	800	258321	662382,05	6356085,42	0	2015	Temporaire journalier	0	
2015-01-01	N0088	2001	56	12	N	800	662382,05	6356085,42	0	58	12	N	801	260322	661030,69	6354687,42	0	2015	Permanent horaire	16361	9,7
2015-01-01	N0088	5574	58	12	N	801	661030,69	6354687,42	0	66	12	N	495	265896	656080,58	6353228,64	0	2015	Permanent horaire	16361	9,7
2015-01-01	N0088	59	66	12	N	495	656080,58	6353228,64	0	66	12	N	554	265955	656038,79	6353236,02	0	2015	Permanent horaire	16361	9,7
2015-01-01	N0088	1457	66	12	N	554	656038,79	6353236,02	0	68	12	N	15	267412	654586,65	6353290,99	0	2015	Permanent horaire	16361	9,7
2015-01-01	N0088	13687	68	12	N	15	654586,65	6353290,99	0	81	12	N	695	281099	649275,02	6343273,68	0	2015	Temporaire journalier	0	
2015-01-01	N0088	6185	81	12	N	695	649275,02	6343273,68	0	87	12	N	920	287284	645365,49	6338745,32	0	2015	Permanent horaire	0	
2015-01-01	N0088	520	87	12	N	920	645365,49	6338745,32	0	88	12	N	450	287804	645075,96	6338326,98	0	2015	Permanent horaire	0	
2015-01-01	N0088	2742	88	12	N	450	645075,96	6338326,98	0	0	81	N	0	290546	644851,37	6335715,28	0	2015	Permanent horaire	0	
2015-01-01	N0088	9472	0	81	N	0	644851,37	6335715,28	0	11	81	N	0	300018	638444,35	6330931,54	0	2015	Temporaire journalier	0	
2015-01-01	N0088	10537	11	81	N	0	638444,35	6330931,54	0	25	81	N	440	310555	633503,41	6322129,89	0	2015	Permanent horaire	8758	12,8
2015-01-01	N0088	295	25	81	N	440	633503,41	6322129,89	0	26	81	N	0	310850	633674,69	6321975,98	0	2015	Permanent horaire	8758	12,8
2015-01-01	N0088	130	26	81	N	0	633674,69	6321975,98	0	26	81	N	130	310980	633736,19	6321862,8	0	2015	Permanent horaire	20332	7,4
2015-01-01	N0088	3375	26	81	N	130	633736,19	6321862,8	0	29	81	N	513	314355	634387,86	6318744,98	0	2015	Permanent horaire	20332	7,4
2015-01-01	N0088	2779	29	81	N	513	634387,86	6318744,98	0	32	81	N	0	317134	632148,1	6317440,96	0	2015	Temporaire journalier	0	
2015-01-01	N0088	196,4	32	81	N	0	632148,1	6317440,96	0	32	81	N	196,4	317330,4	632153,41	6317283,79	0	2015	Temporaire journalier	0	
2015-01-01	N0088	87,6	32	81	N	196,4	632153,41	6317283,79	0	32	81	N	284	317418	632232,97	6317281,4	0	2015	Temporaire journalier	0	
2015-01-01	N0088	695	32	81	N	284	632232,97	6317281,4	0	32	81	N	979	318113	632558,67	6316689,73	0	2015	Temporaire journalier	0	
2015-01-01	N0088	1419	32	81	N	979	632558,67	6316689,73	0	33	81	N	914	319532	633488,57	6315721,12	0	2015	Permanent horaire	38284	5,4
2015-01-01	N0088	76	33	81	N	914	633488,57	6315721,12	0	33	81	N	990	319608	633519,41	6315651,84	0	2015	Temporaire journalier	0	
2015-01-01	N0088	773	33	81	N	990	633519,41	6315651,84	0	34	81	N	175	320381	633649,03	6314913,21	0	2015	Temporaire journalier	0	
2015-01-01	N0088	375	34	81	N	175	633649,03	6314913,21	0	34	81	N	550	320756	633565,06	6314561,87	0	2015	Temporaire journalier	0	
2015-01-01	N0088	3179	34	81	N	550	633565,06	6314561,87	0	36	81	N	910	323935	631090,34	6312890,75	0	2015	Temporaire journalier	0	
2015-01-01	N0088	1931	36	81	N	910	631090,34	6312890,75	0	38	81	N	80	325866	629327,95	6313446,08	0	2015	Temporaire journalier	0	
2015-01-01	N0088	4982	38	81	N	80	629327,95	6313446,08	0	42	81	N	821	330848	624485,12	6313345,64	0	2015	Permanent horaire	36660	7,5
2015-01-01	N0088	109	42	81	N	821	624485,12	6313345,64	0	42	81	N	930	330957	624376,75	6313334,05	0	2015	Permanent horaire	36660	7,5
2015-01-01	N0088	437	42	81	N	930	624376,75	6313334,05	0	43	81	N	354	331394	623969,5	6313177,76	0	2015	Permanent horaire	36660	7,5
2015-01-01	N0089	1077	55	63	N	0	710816,68	6519516,5	0	56	63	N	30	1077	709809,5	6519922,96	0				
2015-01-01	N0089	11082	33	33	N	0	441165,54	6424395,02	0	42	33	N	223	12159	430751,15	6425630,93	0				
2015-01-01	N0089	5057	42	33	N	223	430751,15	6425630,93	0	47	33	N	300	17216	426000,04	6424894,04	0	2015	Permanent horaire	57213	9
2015-01-01	N0089	2983	47	33	N	300	426000,04	6424894,04	0	50	33	N	260	20199	423119,22	6424888,09	0	2015	Temporaire journalier	0	
2015-01-01	N0090	4678	19	73	N	0	959543,74	6510434,71	0	23	73	N	980	4678	963674,09	6512679,61	0	2015	Permanent horaire	30128	6,9
2015-01-01	N0090	16546	23	73	N	980	963674,09	6512679,61	0	40	73	N	500	21224	970497,22	6500279,77	0	2015	Permanent horaire	24069	5,7
2015-01-01	N0090	9538	40	73	N	500	970497,22	6500279,77	0	50	73	N	0	30762	975568,41	6493026,8	0	2015	Permanent horaire	0	
2015-01-01	N0090	1863	50	73	N	0	975568,41	6493026,8	0	52	73	N	0	32625	977038,47	6494027,4	0	2015	Permanent horaire	13501	8,1
2015-01-01	N0090	1349	52	73	N	0	977038,47	6494027,4	0	53	73	N	350	33974	977828,85	6495093,57	0	2015	Permanent horaire	13501	8,1
2015-01-01	N0090	1361	53	73	N	350	977828,85	6495093,57	0	54	73	N	700	35335	978278,15	6496325,73	0	2015	Permanent horaire	13501	8,1
2015-01-01	N0090	537	54	73	N	700	978278,15	6496325,73	0	55	73	N	250	35872	978418,73	6496821,28	0	2015	Permanent horaire	13501	8,1
2015-01-01	N0090	2722	55	73	N	250	978418,73	6496821,28	0	57	73	N	993	38594	980202,6	6498526,5	0	2015	Permanent horaire	0	
2015-01-01	N0090	624	57	73	N	993	980202,6	6498526,5	0	58	73	N	585	39218	980758,43	6498783,25	0	2015	Permanent horaire	0	
2015-01-01	N0090	1255	58	73	N	585	980758,43	6498783,25	0	59	73	N	820	40473	981245,86	6499908,89	0	2015	Permanent horaire	12356	8,3
2015-01-01	N0090	200	59	73	N	820	981245,86	6499908,89	0	60	73	N	0	40673	981421,7	6499992,74	0	2015	Permanent horaire	12356	8,3
2015-01-01	N0090	4621	60	73	N	0	981421,7	6499992,74	0	64	73	N	690	45294	985056,45	6501626,77	0	2015	Permanent horaire	12356	8,3
2015-01-01	N0090	10596	64	73	N	690	985056,45	6501626,77	0	75	73	N	550	55890	992720,93	6507604,23	0	2015	Permanent horaire	7115	
2015-01-01	N0094	2085	70	5	N	0	944881,81	6389544,93	0	72	5	N	245	2085	946593,24	6390644,86	0	2015	Temporaire journalier	20717	
2015-01-01	N0094	9846	72	5	N	245	946593,24	6390644,86	0	82	5	N	90	11931	955709,17	6389660,56	0	2015	Permanent horaire	13170	5,2
2015-01-01	N0094	16673	82	5	N	90	955709,17	6389660,56	0	98	5	N	880	28604	970207,61	6386632,67	0	2015	Permanent horaire	15567	
2015-01-01	N0094	7540	98	5	N	880	970207,61	6386632,67	0	108	5	N	800	36144	976736,09	6389368,52	0	2015	Permanent horaire	14406	6,2
2015-01-01	N0094	5342	108	5	N	800	976736,09	6389368,52	0	114	5	N	440	41486	978817,48	6393759,32	0	2015	Temporaire journalier	0	
2015-01-01	N0094	12855	114	5	N	440	978817,48	6393759,32	0	128	5	N	350	54341	986443,5	6402828,6	0	2015	Permanent horaire	9256	6,6
2015-01-01	N0094	15585	128	5	N	350	986443,5	6402828,6	0	144	5	N	520	69926	981660,87	6416923,75	0	2015	Permanent horaire	6808	8,3
2015-01-01	N0094	14254	144	5	N	520	981660,87	6416923,75	0	159	5	N	79	84180	986485,72	6428316,56	0	2015	Permanent horaire	0	
2015-01-01	N0094	1550	159	5	N	79	986485,72	6428316,56	0	160	5	N	586	85730	986316,73	6429499,25	0	2015	Temporaire journalier	0	
2015-01-01	N0094	1322	160	5	N	586	986316,73	6429499,25	0	161	5	N	905	87052	987506,14	6429111,26	0	2015	Temporaire journalier	0	
2015-01-01	N0094	511	161	5	N	905	987506,14	6429111,26	0	162	5	N	412	87563	987947,67	6429315,29	0	2015	Temporaire journalier	8757	
2015-01-01	N0094	10151	162	5	N	412	987947,67	6429315,29	0	172	5	N	580	97714	993332,45	6432477,13	0	2015	Permanent horaire	6209	6,2
2015-01-01	N0094	857	172	5	N	580	993332,45	6432477,13	0	173	5	N	390	98571	994047,64	6432926,11	0	2015	Permanent horaire	3303	5,9
2015-01-01	N0094	1464	173	5	N	390	994047,64	6432926,11	0	174	5	N	834	100035	995310,7	6433295,22	0	2015	Permanent horaire	3136	9,1
2015-01-01	N0094	22	174	5	N	834	995310,7	6433295,22	0	174	5	N	856	100057	995327,25	6433309,75	0				
2015-01-01	N0098	1160	0	83	N	0	953241,57	6229119,51	0	10	83	N	334	1160	954346,69	6228806,31	0				
2015-01-01	N0100	5069	2	30	N	0	828251,61	6316936,02	0	7	30	N	653	5069	832783,79	6318837,84	0				
2015-01-01	N0100	8237	7	30	N	653	832783,79	6318837,84	0	15	30	N	900	13306	840292,04	6319222,96	0	2015	Permanent horaire	20340	
2015-01-01	N0100	1363	15	30	N	900	840292,04	6319222,96	0	17	30	N	269	14669	841237,04	6318444,22	0				
2015-01-01	N0102	1382	0	26	N	0	837391,47	6385632,47	0	1	26	N	480	1382	836494,75	6385504,82	0	2015	Temporaire journalier	8817	
2015-01-01	N0102	2178	1	26	N	480	836494,75	6385504,82	0	3	26	N	669	3560	834415,54	6385101,14	0				
2015-01-01	N0102	316	0	7	N	0	834415,54	6385101,14	0	0	7	N	316	3876	834135,55	6385239,99	0	2015	Permanent horaire	14347	
2015-01-01	N0102	288	0	7	N	316	834135,55	6385239,99	0	1	7	N	0	4164	833956,37	6385536,95	0	2015	Permanent horaire	14347	
2015-01-01	N0102	417	1	7	N	0	833956,37	6385536,95	0	1	7	N	417	4581	833854,05	6385136,11	0	2015	Permanent horaire	14347	
2015-01-01	N0102	346	1	7	N	417	833854,05	6385136,11	0	1	7	N	763	4927	833645,6	6384871,68	0	2015	Permanent horaire	14347	
2015-01-01	N0102	545	1	7	N	763	833645,6	6384871,68	0	3	7	N	0	5472	833518,08	6384354,6	0	2015	Permanent horaire	14347	
2015-01-01	N0102	1081	3	7	N	0	833518,08	6384354,6	0	4	7	N	462	6553	832546,7	6384079,74	0	2015	Permanent horaire	14347	
2015-01-01	N0102	1980	4	7	N	462	832546,7	6384079,74	0	6	7	N	470	8533	831420,75	6385518,15	0	2015	Temporaire journalier	0	
2015-01-01	N0102	2817	6	7	N	470	831420,75	6385518,15	0	9	7	N	400	11350	829514,16	6387367,82	0	2015	Temporaire journalier	0	
2015-01-01	N0102	3465	9	7	N	400	829514,16	6387367,82	0	12	7	N	889	14815	826341,6	6386666,97	0	2015	Temporaire journalier	0	
2015-01-01	N0102	135	12	7	N	889	826341,6	6386666,97	0	12	7	N	1024	14950	826228,64	6386709,7	0				
2015-01-01	N0102	27516	13	7	N	0	826228,64	6386709,7	0	44	7	N	616	42466	808217,42	6395360,33	0				
2015-01-01	N0102	1753	44	7	N	616	808217,42	6395360,33	0	46	7	N	634	44219	806750,19	6394776,32	0	2015	Permanent horaire	0	
2015-01-01	N0102	1148	46	7	N	634	806750,19	6394776,32	0	47	7	N	820	45367	805735,65	6394612,08	0	2015	Permanent horaire	0	
2015-01-01	N0102	5902	47	7	N	820	805735,65	6394612,08	0	53	7	N	729	51269	801913,56	6397436,56	0	2015	Permanent horaire	0	
2015-01-01	N0102	476	53	7	N	729	801913,56	6397436,56	0	54	7	N	193	51745	801455,76	6397383,19	0	2015	Permanent horaire	5701	
2015-01-01	N0102	951	54	7	N	193	801455,76	6397383,19	0	55	7	N	150	52696	800707,7	6397876,02	0	2015	Permanent horaire	5701	
2015-01-01	N0102	12861	55	7	N	150	800707,7	6397876,02	0	68	7	N	187	65557	789038,57	6396797,55	0	2015	Permanent horaire	5701	
2015-01-01	N0102	15787	68	7	N	187	789038,57	6396797,55	0	84	7	N	161	81344	779779,85	6403339,5	0				
2015-01-01	N0102	10941	84	7	N	161	779779,85	6403339,5	0	95	7	N	0	92285	772401,61	6407841,66	0	2015	Permanent horaire	3680	15,2
2015-01-01	N0102	79	95	7	N	0	772401,61	6407841,66	0	95	7	N	79	92364	772335,71	6407809,43	0				
2015-01-01	N0102	38064	0	43	N	0	772335,71	6407809,43	0	56	43	N	300	130428	744244,7	6449436,42	0				
2015-01-01	N0102	5700	56	43	N	300	744244,7	6449436,42	0	61	43	N	918	136128	740568,35	6453608,22	0	2015	Permanent horaire	8940	
2015-01-01	N0102	500	61	43	N	918	740568,35	6453608,22	0	62	43	N	491	136628	740286,81	6454025,4	0	2015	Permanent horaire	8940	
2015-01-01	N0102	3385	62	43	N	491	740286,81	6454025,4	0	65	43	N	958	140013	738753,23	6456940,77	0	2015	Permanent horaire	8940	
2015-01-01	N0102	1294	65	43	N	958	738753,23	6456940,77	0	67	43	N	235	141307	738135,66	6458074,25	0	2015	Permanent horaire	8940	
2015-01-01	N0102	6056	67	43	N	235	738135,66	6458074,25	0	73	43	N	362	147363	733431,67	6461745,12	0	2015	Permanent horaire	8940	
2015-01-01	N0102	1235	73	43	N	362	733431,67	6461745,12	0	74	43	N	550	148598	732796,65	6462740,05	0	2015	Permanent horaire	8940	
2015-01-01	N0102	18080	74	43	N	550	732796,65	6462740,05	0	93	43	N	430	166678	721886,18	6475526,39	0				
2015-01-01	N0104	6402	0	95	N	0	644070,6	6886178,11	0	6	95	N	0	6402	649843,4	6884852,46	0	2015	Permanent horaire	42500	10,9
2015-01-01	N0104	4168	6	95	N	0	649843,4	6884852,46	0	11	95	N	0	10570	653762,41	6885069,65	0	2015	Permanent horaire	48000	10,8
2015-01-01	N0104	10025	11	95	N	0	653762,41	6885069,65	0	21	95	N	0	20595	662297,97	6882189,57	0	2015	Permanent horaire	48600	11,9
2015-01-01	N0104	3803	21	95	N	0	662297,97	6882189,57	0	24	95	N	800	24398	665600,28	6881107,81	0	2015	Permanent horaire	37300	12,1
2015-01-01	N0104	70	24	95	N	800	665600,28	6881107,81	0	24	95	N	870	24468	665670,55	6881112,95	0				
2015-01-01	N0104	450	0	77	N	0	672035,49	6858938,53	0	0	77	N	450	24918	671849,56	6858529,06	0	2015	Permanent horaire	100400	
2015-01-01	N0104	74,1	0	77	N	450	671849,56	6858529,06	0	0	77	N	524,1	24992,1	671819,39	6858461,44	0	2015	Permanent horaire	100400	
2015-01-01	N0104	275,9	0	77	N	524,1	671819,39	6858461,44	0	0	77	N	800	25268	671740,74	6858198,54	0	2015	Permanent horaire	100400	
2015-01-01	N0104	2746	0	77	N	800	671740,74	6858198,54	0	3	77	N	570	28014	672599,32	6855973,16	0	2015	Permanent horaire	101600	10,1
2015-01-01	N0104	1064	3	77	N	570	672599,32	6855973,16	0	4	77	N	500	29078	672119,65	6855021,65	0	2015	Permanent horaire	95765	
2015-01-01	N0104	1649	4	77	N	500	672119,65	6855021,65	0	6	77	N	240	30727	671755,86	6853419,98	0	2015	Permanent horaire	94775	
2015-01-01	N0104	150	6	77	N	240	671755,86	6853419,98	0	6	77	N	390	30877	671713,32	6853276,11	0	2015	Permanent horaire	93365	
2015-01-01	N0104	263,5	6	77	N	390	671713,32	6853276,11	0	6	77	N	653,5	31140,5	671596,43	6853039,72	0	2015	Permanent horaire	93365	
2015-01-01	N0104	324,5	6	77	N	653,5	671596,43	6853039,72	0	6	77	N	978	31465	671482,69	6852736,87	0	2015	Permanent horaire	93365	
2015-01-01	N0104	2852	6	77	N	978	671482,69	6852736,87	0	10	77	N	0	34317	671605,2	6849944,5	0	2015	Permanent horaire	76085	14,7
2015-01-01	N0104	2660	10	77	N	0	671605,2	6849944,5	0	12	77	N	670	36977	670783,88	6847624,6	0	2015	Permanent horaire	71211	
2015-01-01	N0104	1407	12	77	N	670	670783,88	6847624,6	0	13	77	N	1095	38384	670511,18	6846405,55	0	2015	Permanent horaire	70746	
2015-01-01	N0104	1613	13	77	N	1095	670511,18	6846405,55	0	16	77	N	1	39997	670261,16	6844844,64	0	2015	Permanent horaire	74549	
2015-01-01	N0104	3265	16	77	N	1	670261,16	6844844,64	0	17	77	N	1588	43262	671230,46	6841980,92	0	2015	Permanent horaire	75200	
2015-01-01	N0104	181	17	77	N	1588	671230,46	6841980,92	0	18	77	N	150	43443	671300,78	6841813,82	0	2015	Permanent horaire	80077	
2015-01-01	N0104	1067	18	77	N	150	671300,78	6841813,82	0	19	77	N	250	44510	671482,99	6840761	0	2015	Permanent horaire	80077	
2015-01-01	N0104	746	19	77	N	250	671482,99	6840761	0	20	77	N	0	45256	671488,22	6840022,17	0	2015	Permanent horaire	49398	
2015-01-01	N0104	4507	20	77	N	0	671488,22	6840022,17	0	24	77	N	955	49763	668093,6	6838644,91	0	2015	Permanent horaire	49398	
2015-01-01	N0104	1272	24	77	N	955	668093,6	6838644,91	0	26	77	N	228	51035	666834,44	6838457,49	0	2015	Permanent horaire	55300	
2015-01-01	N0104	1113	26	77	N	228	666834,44	6838457,49	0	27	77	N	345	52148	665735,67	6838271,65	0	2015	Permanent horaire	61200	
2015-01-01	N0104	1770	27	77	N	345	665735,67	6838271,65	0	29	91	N	0	53918	665200,97	6836986,65	0	2015	Permanent horaire	95800	
2015-01-01	N0104	1500	29	91	N	0	665200,97	6836986,65	0	30	91	N	459	55418	663711,82	6836932,83	0	2015	Permanent horaire	83900	
2015-01-01	N0104	825	30	91	N	459	663711,82	6836932,83	0	31	91	N	274	56243	662887,42	6836970,35	0	2015	Permanent horaire	89300	15,2
2015-01-01	N0104	1779	31	91	N	274	662887,42	6836970,35	0	33	91	N	150	58022	661246,79	6836352,84	0	2015	Permanent horaire	109227	
2015-01-01	N0104	222,3	33	91	N	150	661246,79	6836352,84	0	33	91	N	372,3	58244,3	661052,46	6836244,8	0	2015	Permanent horaire	103960	
2015-01-01	N0104	1293,8	33	91	N	372,3	661052,46	6836244,8	0	34	91	N	665,1	59538,1	660014,27	6835490,96	0	2015	Permanent horaire	103960	
2015-01-01	N0104	242,9	34	91	N	665,1	660014,27	6835490,96	0	34	91	N	908	59781	659864,18	6835299,94	0	2015	Permanent horaire	103960	
2015-01-01	N0104	2033	34	91	N	908	659864,18	6835299,94	0	36	91	N	948	61814	658216,5	6834626,15	0	2015	Permanent horaire	104159	
2015-01-01	N0104	19	36	91	N	948	658216,5	6834626,15	0	37	91	N	0	61833	658209,72	6834643,81	0	2015	Permanent horaire	75043	
2015-01-01	N0104	1829	37	91	N	0	658209,72	6834643,81	0	38	91	N	829	63662	657254,72	6836142,92	0	2015	Permanent horaire	75043	
2015-01-01	N0104	1657	38	91	N	829	657254,72	6836142,92	0	40	91	N	200	65319	656084,71	6837302,76	0	2015	Permanent horaire	50641	13,6
2015-01-01	N0104	188	40	91	N	200	656084,71	6837302,76	0	40	91	N	388	65507	656030,51	6837478,91	0	2015	Permanent horaire	50641	13,6
2015-01-01	N0104	1917	40	91	N	388	656030,51	6837478,91	0	41	91	N	700	67424	655045,46	6836131,54	0	2015	Permanent horaire	73729	
2015-01-01	N0104	2656	41	91	N	700	655045,46	6836131,54	0	44	91	N	471	70080	652414,17	6836412,91	0	2015	Permanent horaire	84596	14,3
2015-01-01	N0104	948	44	91	N	471	652414,17	6836412,91	0	45	91	N	435	71028	651471,26	6836425,4	0	2015	Permanent horaire	62862	
2015-01-01	N0104	3260	45	91	N	435	651471,26	6836425,4	0	48	91	N	710	74288	648241,1	6836210	0	2015	Permanent horaire	61605	
2015-01-01	N0104	2739	48	91	N	710	648241,1	6836210	0	50	91	N	881	77027	645604,53	6836422,02	0	2015	Permanent horaire	58217	11,7
2015-01-01	N0104	7165	50	91	N	881	645604,53	6836422,02	0	58	91	N	0	84192	639612,99	6839655,53	0	2015	Permanent horaire	51568	16
2015-01-01	N0104	787,9	58	91	N	0	639612,99	6839655,53	0	58	91	N	787,9	84979,9	640018,07	6840299,15	0	2015	Permanent horaire	51568	16
2015-01-01	N0104	87,1	58	91	N	787,9	640018,07	6840299,15	0	58	91	N	875	85067	640069,01	6840369,68	0	2015	Permanent horaire	51568	16
2015-01-01	N0104	735	58	91	N	875	640069,01	6840369,68	0	59	91	N	610	85802	640452,81	6840999,94	0	2015	Permanent horaire	51568	16
2015-01-01	N0105	1207	14	77	N	0	673128,96	6830523,17	0	14	77	N	1207	1207	673684,87	6829501,35	0				
2015-01-01	N0105	665	15	77	N	0	673684,87	6829501,35	0	15	77	N	665	1872	673866,69	6828872,9	0	2015	Permanent horaire	38600	
2015-01-01	N0106	7393	0	30	N	0	807898,91	6302800,26	0	5	30	N	322	7393	805973,08	6309108,08	0				
2015-01-01	N0106	7074	5	30	N	322	805973,08	6309108,08	0	13	30	N	500	14467	801311,35	6313979,79	0	2015	Permanent horaire	31235	
2015-01-01	N0106	923	13	30	N	500	801311,35	6313979,79	0	14	30	N	430	15390	800770,26	6314719,44	0				
2015-01-01	N0106	6311	14	30	N	430	800770,26	6314719,44	0	20	30	N	770	21701	797548,85	6319687,86	0	2015	Permanent horaire	18293	
2015-01-01	N0106	6531	20	30	N	770	797548,85	6319687,86	0	27	30	N	300	28232	793370,15	6324330,64	0	2015	Permanent horaire	37941	
2015-01-01	N0106	12363	27	30	N	300	793370,15	6324330,64	0	39	30	N	707	40595	788133,79	6334555,67	0	2015	Permanent horaire	0	
2015-01-01	N0106	6618	39	30	N	707	788133,79	6334555,67	0	46	30	N	1018	47213	786337,34	6338579,08	0				
2015-01-01	N0106	10370	47	30	N	0	786337,34	6338579,08	0	57	30	N	400	57583	782311,75	6345866,14	0	2015	Permanent horaire	10678	
2015-01-01	N0106	9362	57	30	N	400	782311,75	6345866,14	0	0	48	N	0	66945	777604,38	6350764,64	0	2015	Permanent horaire	3061	
2015-01-01	N0106	21678	0	48	N	0	777604,38	6350764,64	0	23	48	N	0	88623	762913,14	6353801,87	0	2015	Temporaire journalier	2548	
2015-01-01	N0106	1839	23	48	N	0	762913,14	6353801,87	0	24	48	N	893	90462	761816,37	6352655,96	0	2015	Permanent horaire	2237	10,1
2015-01-01	N0106	1219	24	48	N	893	761816,37	6352655,96	0	26	48	N	240	91681	760654,38	6352463,13	0	2015	Permanent horaire	2237	10,1
2015-01-01	N0106	17134	26	48	N	240	760654,38	6352463,13	0	44	48	N	660	108815	747864,67	6357885,52	0	2015	Permanent horaire	2237	10,1
2015-01-01	N0106	6214	44	48	N	660	747864,67	6357885,52	0	51	48	N	305	115029	745128,46	6362804,42	0	2015	Permanent horaire	3894	7
2015-01-01	N0106	21793	51	48	N	305	745128,46	6362804,42	0	73	48	N	660	136822	739425,96	6375568,05	0	2015	Permanent horaire	0	
2015-01-01	N0106	4583	73	48	N	660	739425,96	6375568,05	0	78	48	N	22	141405	736396,22	6376054,21	0				
2015-01-01	N0109	5881	4	34	N	0	766408,1	6279346,6	0	10	34	N	0	5881	761906,67	6281591,2	0	2015	Temporaire journalier	36753	
2015-01-01	N0109	700	10	34	N	0	761906,67	6281591,2	0	10	34	N	700	6581	761263,45	6281863,63	0				
2015-01-01	N0112	13	25	81	N	0	649691,48	6267752,96	0	25	81	N	13	13	649678,41	6267752,4	0	2015	Permanent horaire	13110	9,6
2015-01-01	N0112	31	25	81	N	13	649678,41	6267752,4	0	25	81	N	44	44	649648,3	6267759,78	0	2015	Permanent horaire	13110	9,6
2015-01-01	N0112	362	25	81	N	44	649648,3	6267759,78	0	25	81	N	406	406	649306,58	6267886,23	0	2015	Permanent horaire	13110	9,6
2015-01-01	N0112	223	25	81	N	406	649306,58	6267886,23	0	25	81	N	629	629	649097,25	6267967,24	0	2015	Permanent horaire	13110	9,6
2015-01-01	N0112	695	25	81	N	629	649097,25	6267967,24	0	26	81	N	542	1324	648439,82	6268021,49	0	2015	Permanent horaire	13110	9,6
